Price,Area,Bedrooms,Bathrooms,Location,Builder,Status 
38 L,780 ,2 ,2 Bathrooms,Rathinamangalam,nan,Ready to move
34 L,603 ,2 ,nan,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
34 L,603 ,2 ,nan,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
34.74 L,891 ,2 ,nan,Agaramthen,DAC Agaram,Under Construction
46.33 L,974 ,2 ,2 Bathrooms,Agaramthen,nan,Under Construction
34 L,600 ,2 ,2 Bathrooms,Kandigai,nan,Ready to move
54 L,1000 ,2 ,2 Bathrooms,Kandigai,nan,Ready to move
57 L,1700 ,2 ,2 Bathrooms,Kandigai,nan,Ready to move
34 L,603 ,2 ,nan,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
46.33 L,974 ,2 ,2 Bathrooms,Agaramthen,nan,Under Construction
34.74 L,891 ,2 ,nan,Agaramthen,DAC Agaram,Under Construction
68 L,1102 ,2 ,2 Bathrooms,Agaramthen,DAC Agaram,Under Construction
40.54 L,1014 ,2 ,2 Bathrooms,Agaramthen,nan,Under Construction
53 L,999 ,2 ,2 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
46.12 L,1006 ,2 ,2 Bathrooms,Moolacheri,Rajkham Silver Crest,Ready to move
49.35 L,999 ,2 ,1 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
56.44 L,1152 ,2 ,2 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
64.56 L,894 ,2 ,2 Bathrooms,Rathinamangalam,nan,Under Construction
33 L,603 ,1 ,1 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
82 L,1305 ,3 ,3 Bathrooms,Agaramthen,nan,Under Construction
58 L,1152 ,2 ,nan,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
44.22 L,982 ,2 ,2 Bathrooms,Agaramthen,nan,Under Construction
48.95 L,999 ,2 ,2 Bathrooms,Moolacheri,Tata New Haven Ribbon Walk Phase 1B Wing 2,Ready to move
51 L,1225 ,3 ,2 Bathrooms,Moolacheri,Rajkham Silver Crest,Ready to move
34 L,603 ,2 ,1 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
41.17 L,1056 ,3 ,nan,Agaramthen,DAC Agaram,Under Construction
31.43 L,603 ,1 ,nan,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
29.54 L,603 ,1 ,1 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
34 L,612 ,2 ,1 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
72 L,1056 ,3 ,3 Bathrooms,Agaramthen,nan,Under Construction
58 L,1152 ,2 ,nan,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
50.88 L,1305 ,3 ,nan,Agaramthen,DAC Agaram,Under Construction
24 L,612 ,1 ,1 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
34 L,612 ,2 ,1 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
23 L,565 ,1 ,1 Bathrooms,Moolacheri,DABC Orchid,Ready to move
45 L,1368 ,3 ,3 Bathrooms,Moolacheri,DABC Euphorbia Phase 3,Ready to move
34 L,950 ,2 ,2 Bathrooms,Moolacheri,DABC Orchid,Ready to move
32 L,612 ,1 ,1 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
31.43 L,603 ,1 ,nan,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
34.74 L,891 ,2 ,nan,Agaramthen,DAC Agaram,Under Construction
36.26 L,930 ,2 ,nan,Agaramthen,DAC Agaram,Under Construction
34 L,612 ,2 ,1 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
41.17 L,1056 ,3 ,nan,Agaramthen,DAC Agaram,Under Construction
32 L,612 ,1 ,nan,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
32 L,612 ,1 ,nan,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
36.26 L,930 ,2 ,nan,Agaramthen,DAC Agaram,Under Construction
95.01 L,1348 ,3 ,nan,Thoraipakkam OMR,Bluemoon Callisto,Under Construction
38.78 L,542 ,1 ,1 Bathrooms,Thoraipakkam OMR,Jain Pebble Brook,Ready to move
88.65 L,1246 ,3 ,nan,Thoraipakkam OMR,Bluemoon Callisto,Under Construction
95.67 L,1337 ,3 ,nan,Thoraipakkam OMR,Jain Pebble Brook,Ready to move
91.15 L,1286 ,3 ,nan,Thoraipakkam OMR,Bluemoon Callisto,Under Construction
1.66 Cr,2523 ,4 ,nan,Thoraipakkam OMR,Jain Pebble Brook,Ready to move
1.5 Cr,3005 ,5 ,5 Bathrooms,Thoraipakkam OMR,Shree Ayshwarya Prapancha,Ready to move
1.75 Cr,1575 ,3 ,2 Bathrooms,Thoraipakkam OMR,Radiance Mandarin,Ready to move
1 Cr,1300 ,3 ,2 Bathrooms,Thoraipakkam OMR,Ceebros Boulevard,Ready to move
17 L,1000 ,1 ,1 Bathrooms,Thoraipakkam OMR, Thoraipakkam,Ready to move
46.9 L,670 ,2 ,nan,Thoraipakkam OMR,Astalakshmi Saro Enclave,Ready to move
2.5 Cr,3485 ,5 ,4 Bathrooms,Thoraipakkam OMR,True Park Rozalia,Ready to move
27.08 L,467 ,1 ,nan,Thoraipakkam OMR,Shelter Feather,Under Construction
2.2 Cr,3344 ,3 ,3 Bathrooms,Thoraipakkam OMR,Casa Grand Aldea,Ready to move
48 L,580 ,1 ,1 Bathrooms,Thoraipakkam OMR, Thoraipakkam,Ready to move
59.66 L,409 ,1 ,nan,Thoraipakkam OMR,Radiance Mandarin,Ready to move
1.76 Cr,1721 ,3 ,3 Bathrooms,Thoraipakkam OMR,Akshaya Tango,Ready to move
59.66 L,409 ,1 ,nan,Thoraipakkam OMR,Radiance Mandarin,Ready to move
1.03 Cr,1290 ,2 ,2 Bathrooms,Thoraipakkam OMR,Akshaya Tango,Ready to move
2.34 Cr,2275 ,4 ,3 Bathrooms,Thoraipakkam OMR,Akshaya Tango,Ready to move
1.33 Cr,1296 ,2 ,2 Bathrooms,Thoraipakkam OMR,Akshaya Tango,Ready to move
57.96 L,1036 ,2 ,2 Bathrooms,Thoraipakkam OMR,Jain Pebble Brook Phase 2,Ready to move
1.22 Cr,1632 ,2 ,2 Bathrooms,Thoraipakkam OMR,nan,Ready to move
59.66 L,409 ,1 ,nan,Thoraipakkam OMR,Radiance Mandarin,Ready to move
85 L,1453 ,2 ,2 Bathrooms,Thoraipakkam OMR,Raamaa Associates Builders Apartment,Ready to move
1.04 Cr,1296 ,2 ,2 Bathrooms,Thoraipakkam OMR,Akshaya Tango,Ready to move
72 L,1200 ,3 ,3 Bathrooms,Thoraipakkam OMR,Sowjanya Flats,Ready to move
1.25 Cr,1450 ,3 ,3 Bathrooms,Thoraipakkam OMR,Ceebros Boulevard,Ready to move
1.69 Cr,1613 ,3 ,3 Bathrooms,Thoraipakkam OMR,Akshaya Tango,Ready to move
2.4 Cr,2880 ,4 ,3 Bathrooms,Thoraipakkam OMR,Ramaniyam Isha,Ready to move
2.34 Cr,2275 ,4 ,3 Bathrooms,Thoraipakkam OMR,Akshaya Tango,Ready to move
1.72 Cr,2025 ,3 ,3 Bathrooms,Thoraipakkam OMR,Akshaya Tango,Ready to move
1 Cr,1505 ,3 ,3 Bathrooms,Thoraipakkam OMR,Plaza Serene Acres,Ready to move
2.34 Cr,2275 ,4 ,3 Bathrooms,Thoraipakkam OMR,Akshaya Tango,Ready to move
73.4 L,1337 ,3 ,3 Bathrooms,Thoraipakkam OMR,Jain Pebble Brook Phase 2,Ready to move
1.5 Cr,1600 ,3 ,4 Bathrooms,Thoraipakkam OMR,Radiance Mandarin,Ready to move
52 L,852 ,2 ,2 Bathrooms,Thoraipakkam OMR,Raamaa Associates Builders Apartment,Ready to move
1.82 Cr,2275 ,4 ,3 Bathrooms,Thoraipakkam OMR,Akshaya Tango,Ready to move
70 L,1495 ,3 ,nan,Thoraipakkam OMR,Arihant Escapade,Ready to move
1.36 Cr,1701 ,3 ,3 Bathrooms,Thoraipakkam OMR,Akshaya Tango,Ready to move
1.25 Cr,2195 ,4 ,3 Bathrooms,Thoraipakkam OMR,Catalyst Prapancha,Under Construction
83 L,1294 ,3 ,2 Bathrooms,Thoraipakkam OMR,Sree Homes Harmony,Under Construction
1.9 Cr,2100 ,3 ,3 Bathrooms,Thoraipakkam OMR,Ramaniyam Isha,Ready to move
1.16 Cr,1508 ,3 ,nan,Thoraipakkam OMR,Nu Tech Nutech Kamalalaya,Under Construction
1.4 Cr,1575 ,3 ,2 Bathrooms,Thoraipakkam OMR,Radiance Mandarin,Ready to move
1.58 Cr,1547 ,3 ,2 Bathrooms,Thoraipakkam OMR,Akshaya Tango,Ready to move
1.04 Cr,1296 ,2 ,2 Bathrooms,Thoraipakkam OMR,Akshaya Tango,Ready to move
1.79 Cr,1701 ,3 ,nan,Thoraipakkam OMR,Akshaya Tango,Ready to move
1.34 Cr,1885 ,4 ,nan,Thoraipakkam OMR,Jain Pebble Brook,Ready to move
59.49 L,1073 ,2 ,2 Bathrooms,Thoraipakkam OMR,Jain Pebble Brook Phase 2,Ready to move
1.72 Cr,1287 ,3 ,nan,Thoraipakkam OMR,Radiance Mandarin,Ready to move
75 L,1346 ,2 ,2 Bathrooms,Thoraipakkam OMR, Thoraipakkam,Ready to move
43.4 L,620 ,2 ,nan,Thoraipakkam OMR,Astalakshmi Saro Enclave,Ready to move
2.35 Cr,2780 ,4 ,4 Bathrooms,Thoraipakkam OMR,Ramaniyam Isha,Ready to move
75 L,1450 ,3 ,3 Bathrooms,Thoraipakkam OMR,Arihant Escapade,Ready to move
1.72 Cr,1287 ,3 ,nan,Thoraipakkam OMR,Radiance Mandarin,Ready to move
1.79 Cr,1701 ,3 ,nan,Thoraipakkam OMR,Akshaya Tango,Ready to move
51.2 L,883 ,2 ,nan,Thoraipakkam OMR,Shelter Feather,Under Construction
1.79 Cr,1701 ,3 ,nan,Thoraipakkam OMR,Akshaya Tango,Ready to move
1.76 Cr,1720 ,3 ,3 Bathrooms,Thoraipakkam OMR,Akshaya Tango,Ready to move
46 L,535 ,1 ,1 Bathrooms,Thoraipakkam OMR, Thoraipakkam,Ready to move
93.39 L,1322 ,3 ,nan,Thoraipakkam OMR,Bluemoon Callisto,Under Construction
1.45 Cr,3000 ,5 ,5 Bathrooms,Thoraipakkam OMR,Shree Ayshwarya Prapancha,Ready to move
1.35 Cr,1695 ,3 ,3 Bathrooms,Thoraipakkam OMR,Casa Grand Aldea,Ready to move
1.36 Cr,1701 ,3 ,2 Bathrooms,Thoraipakkam OMR,Akshaya Tango,Ready to move
57 L,1100 ,2 ,3 Bathrooms,Thoraipakkam OMR,Arihant Escapade,Ready to move
1.03 Cr,1296 ,2 ,2 Bathrooms,Thoraipakkam OMR,Akshaya Tango,Ready to move
1.29 Cr,1613 ,3 ,3 Bathrooms,Thoraipakkam OMR,Akshaya Tango,Ready to move
29.7 L,531 ,1 ,1 Bathrooms,Thoraipakkam OMR,Jain Pebble Brook,Ready to move
63.96 L,984 ,2 ,nan,Thoraipakkam OMR,Elegant Palmera Garden,Under Construction
1.72 Cr,1287 ,3 ,nan,Thoraipakkam OMR,Radiance Mandarin,Ready to move
2 Cr,1701 ,3 ,3 Bathrooms,Thoraipakkam OMR,Akshaya Tango,Ready to move
1.41 Cr,1222 ,2 ,2 Bathrooms,Thoraipakkam OMR,Akshaya Tango,Ready to move
1.1 Cr,1431 ,3 ,nan,Thoraipakkam OMR,Nu Tech Nutech Kamalalaya,Under Construction
65 L,1037 ,2 ,2 Bathrooms,Thoraipakkam OMR,Sree Homes Harmony,Ready to move
93 L,1492 ,3 ,2 Bathrooms,Thoraipakkam OMR,Ramaniyam Auroville,Ready to move
1.65 Cr,1720 ,3 ,3 Bathrooms,Thoraipakkam OMR,Akshaya Tango,Ready to move
50 L,1110 ,2 ,2 Bathrooms,Thoraipakkam OMR,Vijayaa Sri Balaji Garden,Ready to move
2.07 Cr,2153 ,4 ,4 Bathrooms,Thoraipakkam OMR,nan,Ready to move
1.85 Cr,1915 ,3 ,3 Bathrooms,Thoraipakkam OMR,Akshaya Tango,Under Construction
2.34 Cr,2275 ,4 ,3 Bathrooms,Thoraipakkam OMR,Akshaya Tango,Ready to move
2.09 Cr,2022 ,3 ,nan,Thoraipakkam OMR,Akshaya Tango,Ready to move
73.7 L,1030 ,2 ,nan,Thoraipakkam OMR,Jain Pebble Brook,Ready to move
1.43 Cr,2523 ,4 ,nan,Thoraipakkam OMR,Jain Pebble Brook Phase 2,Ready to move
62.3 L,890 ,2 ,nan,Thoraipakkam OMR,Astalakshmi Saro Enclave,Ready to move
2.35 Cr,2780 ,4 ,4 Bathrooms,Thoraipakkam OMR,Ramaniyam Isha,Ready to move
1.42 Cr,1828 ,3 ,3 Bathrooms,Thoraipakkam OMR,Radiance Mandarin,Ready to move
2.09 Cr,2022 ,3 ,nan,Thoraipakkam OMR,Akshaya Tango,Ready to move
2.09 Cr,2022 ,3 ,nan,Thoraipakkam OMR,Akshaya Tango,Ready to move
1.76 Cr,1701 ,3 ,3 Bathrooms,Thoraipakkam OMR,Akshaya Tango,Ready to move
91.71 L,1295 ,3 ,nan,Thoraipakkam OMR,Bluemoon Callisto,Under Construction
2.46 Cr,2488 ,4 ,4 Bathrooms,Thoraipakkam OMR,Akshaya Tango,Ready to move
1.26 Cr,1576 ,3 ,2 Bathrooms,Thoraipakkam OMR,Akshaya Tango,Ready to move
82.54 L,1286 ,2 ,2 Bathrooms,Thoraipakkam OMR,Bhaggyam Griha,Ready to move
1.1 Cr,1584 ,3 ,3 Bathrooms,Thoraipakkam OMR,Casa Grand Aldea,Ready to move
88.27 L,1550 ,3 ,3 Bathrooms,Thoraipakkam OMR,Jain Pebble Brook,Ready to move
79.3 L,1220 ,2 ,nan,Thoraipakkam OMR,Elegant Palmera Garden,Under Construction
1.69 Cr,1257 ,3 ,nan,Thoraipakkam OMR,Radiance Mandarin,Ready to move
2.1 Cr,2152 ,4 ,3 Bathrooms,Thoraipakkam OMR,Akshaya Tango,Under Construction
1.15 Cr,1494 ,3 ,nan,Thoraipakkam OMR,Nu Tech Nutech Kamalalaya,Under Construction
32 L,660 ,2 ,2 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
1.5 Cr,1450 ,3 ,3 Bathrooms,Choolaimedu,nan,Ready to move
1.2 Cr,1212 ,3 ,2 Bathrooms,Choolaimedu,nan,Ready to move
1.28 Cr,1069 ,2 ,nan,Choolaimedu,Rajkham Castle,Under Construction
75 L,825 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
56.25 L,750 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
73 L,885 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
67 L,840 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
1.04 Cr,1043 ,2 ,nan,Choolaimedu,JMR Vee Yes Manor,Under Construction
90 L,1667 ,3 ,3 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
1.39 Cr,1089 ,3 ,2 Bathrooms,Choolaimedu,nan,Under Construction
80 L,1300 ,3 ,3 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
65 L,950 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
1 Cr,1000 ,2 ,2 Bathrooms,Choolaimedu,nan,Under Construction
2.65 Cr,2200 ,4 ,3 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
80 L,933 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
58 L,920 ,3 ,3 Bathrooms,Choolaimedu,nan,Ready to move
55 L,800 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
58 L,800 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
1.13 Cr,1043 ,2 ,2 Bathrooms,Choolaimedu,nan,Under Construction
1.1 Cr,1300 ,3 ,3 Bathrooms,Choolaimedu,nan,Ready to move
77.85 L,865 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
6.93 Cr,3150 ,4 ,4 Bathrooms,Choolaimedu,Reputed Builder Apartment,Under Construction
50.12 L,1023 ,2 ,2 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
1.32 Cr,1205 ,3 ,2 Bathrooms,Choolaimedu,Rajkham Castle,Under Construction
60 L,950 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
86 L,862 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
1.38 Cr,1151 ,3 ,nan,Choolaimedu,Rajkham Castle,Under Construction
3.25 Cr,1800 ,3 ,3 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
48 L,690 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
1.5 Cr,1160 ,2 ,2 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
3 Cr,3000 ,3 ,3 Bathrooms,Choolaimedu,nan,Ready to move
1.31 Cr,1313 ,3 ,nan,Choolaimedu,JMR Vee Yes Manor,Under Construction
1.06 Cr,1016 ,3 ,3 Bathrooms,Choolaimedu,nan,Ready to move
82 L,910 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
60 L,950 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
2.06 Cr,1391 ,3 ,3 Bathrooms,Choolaimedu,nan,Ready to move
1.41 Cr,1322 ,3 ,2 Bathrooms,Choolaimedu,nan,Under Construction
90 L,1025 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
86.36 L,1016 ,2 ,2 Bathrooms,Choolaimedu,Indus Elite,Ready to move
53 L,1116 ,2 ,2 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
1.27 Cr,1155 ,3 ,2 Bathrooms,Choolaimedu,Rajkham Castle,Under Construction
1.43 Cr,1199 ,3 ,nan,Choolaimedu,Rajkham Castle,Under Construction
1.5 Cr,1160 ,2 ,2 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
48 L,1010 ,2 ,2 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
1.32 Cr,1322 ,3 ,nan,Choolaimedu,JMR Vee Yes Manor,Under Construction
27 L,400 ,1 ,1 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
92 L,859 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
82.17 L,865 ,2 ,nan,Choolaimedu,nan,Under Construction
1.48 Cr,1322 ,3 ,2 Bathrooms,Choolaimedu,nan,Under Construction
84 L,840 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
42 L,868 ,2 ,2 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
1.19 Cr,1082 ,3 ,2 Bathrooms,Choolaimedu,Rajkham Castle,Under Construction
71.34 L,820 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
1.45 Cr,1180 ,2 ,2 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
48 L,1010 ,2 ,2 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
52 L,722 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
1.47 Cr,1313 ,3 ,2 Bathrooms,Choolaimedu,nan,Under Construction
93.5 L,1440 ,3 ,3 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
98.45 L,1015 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
75 L,875 ,2 ,2 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
55 L,910 ,2 ,2 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
55 L,680 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
1.05 Cr,1680 ,2 ,4 Bathrooms,Choolaimedu,nan,Ready to move
80 L,1008 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
60 L,828 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
1.07 Cr,935 ,2 ,nan,Choolaimedu,Aswin Arunachalam,Under Construction
55 L,720 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
93 L,1440 ,3 ,3 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
2.02 Cr,1568 ,3 ,3 Bathrooms,Choolaimedu,nan,Ready to move
1.05 Cr,900 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
60 L,828 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
1.07 Cr,935 ,2 ,nan,Choolaimedu,Aswin Arunachalam,Under Construction
2.02 Cr,1568 ,3 ,3 Bathrooms,Choolaimedu,nan,Ready to move
75.07 L,816 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
3.5 Cr,2000 ,4 ,4 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
40 L,860 ,2 ,2 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
65 L,1030 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
1.05 Cr,900 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
60 L,828 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
1.07 Cr,935 ,2 ,nan,Choolaimedu,Aswin Arunachalam,Under Construction
1.5 Cr,1500 ,2 ,2 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
40 L,860 ,2 ,2 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
2.02 Cr,1568 ,3 ,3 Bathrooms,Choolaimedu,nan,Ready to move
85.12 L,1135 ,2 ,2 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
83.25 L,1110 ,2 ,2 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
55 L,910 ,2 ,2 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
2.3 Cr,2100 ,4 ,5 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
1.05 Cr,900 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
1.07 Cr,935 ,2 ,nan,Choolaimedu,Aswin Arunachalam,Under Construction
93.6 L,1440 ,3 ,3 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
65 L,950 ,2 ,2 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
2.1 Cr,1130 ,3 ,2 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
2.02 Cr,1568 ,3 ,3 Bathrooms,Choolaimedu,nan,Ready to move
93.6 L,1440 ,3 ,3 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
65 L,950 ,2 ,2 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
80 L,835 ,2 ,2 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
56 L,1029 ,2 ,2 Bathrooms,Choolaimedu,Reputed Builder Apartment,Ready to move
1.05 Cr,900 ,2 ,2 Bathrooms,Choolaimedu,nan,Ready to move
1.92 Cr,1675 ,3 ,nan,Choolaimedu,Aswin Arunachalam,Under Construction
29.56 L,768 ,2 ,nan,Thirumullaivoyal,Samprathy Aura,Under Construction
35.65 L,926 ,3 ,nan,Thirumullaivoyal,Samprathy Aura,Under Construction
39.73 L,1032 ,3 ,nan,Thirumullaivoyal,Samprathy Aura,Under Construction
25 L,576 ,2 ,1 Bathrooms,Thirumullaivoyal,Reputed Builder Vaishnavi Apartment,Ready to move
1.07 Cr,1512 ,3 ,3 Bathrooms,Thirumullaivoyal,nan,Ready to move
42 L,774 ,2 ,2 Bathrooms,Thirumullaivoyal,DCC Aglaia,Ready to move
49 L,1217 ,3 ,3 Bathrooms,Thirumullaivoyal,nan,Ready to move
40 L,774 ,2 ,2 Bathrooms,Thirumullaivoyal,DCC Aglaia,Ready to move
40 L,900 ,2 ,2 Bathrooms,Thirumullaivoyal,nan,Ready to move
32 L,768 ,2 ,2 Bathrooms,Thirumullaivoyal,nan,Under Construction
32 L,768 ,2 ,2 Bathrooms,Thirumullaivoyal,nan,Under Construction
26 L,576 ,1 ,1 Bathrooms,Thirumullaivoyal,nan,Ready to move
33.3 L,865 ,2 ,nan,Thirumullaivoyal,Samprathy Aura,Under Construction
25 L,700 ,2 ,2 Bathrooms,Thirumullaivoyal,nan,Ready to move
38.79 L,840 ,2 ,2 Bathrooms,Thirumullaivoyal,nan,Ready to move
43.89 L,980 ,2 ,2 Bathrooms,Thirumullaivoyal,nan,Ready to move
29 L,565 ,1 ,1 Bathrooms,Thirumullaivoyal,nan,Ready to move
32 L,768 ,2 ,2 Bathrooms,Thirumullaivoyal,nan,Under Construction
43.89 L,960 ,2 ,2 Bathrooms,Thirumullaivoyal,nan,Ready to move
25 L,755 ,2 ,2 Bathrooms,Thirumullaivoyal,nan,Ready to move
47 L,1000 ,2 ,2 Bathrooms,Thirumullaivoyal,nan,Ready to move
27 L,782 ,2 ,2 Bathrooms,Thirumullaivoyal,MM Swarnalokha,Ready to move
24 L,614 ,1 ,1 Bathrooms,Thirumullaivoyal,nan,Ready to move
37 L,740 ,2 ,2 Bathrooms,Thirumullaivoyal,nan,Ready to move
37 L,964 ,2 ,2 Bathrooms,Thirumullaivoyal,nan,Ready to move
43 L,840 ,2 ,2 Bathrooms,Thirumullaivoyal,nan,Under Construction
16 L,530 ,1 ,1 Bathrooms,Thirumullaivoyal,nan,Ready to move
36.53 L,949 ,2 ,nan,Thirumullaivoyal,Samprathy Aura,Under Construction
45.66 L,980 ,2 ,2 Bathrooms,Thirumullaivoyal,nan,Ready to move
42 L,980 ,2 ,2 Bathrooms,Thirumullaivoyal,nan,Ready to move
65 L,920 ,3 ,2 Bathrooms,Thirumullaivoyal,nan,Ready to move
42.87 L,980 ,2 ,2 Bathrooms,Thirumullaivoyal,nan,Ready to move
24 L,614 ,1 ,1 Bathrooms,Thirumullaivoyal,nan,Ready to move
33.88 L,880 ,2 ,nan,Thirumullaivoyal,Samprathy Aura,Under Construction
46.87 L,1070 ,2 ,2 Bathrooms,Thirumullaivoyal,nan,Ready to move
30 L,725 ,2 ,2 Bathrooms,Thirumullaivoyal,nan,Ready to move
32 L,768 ,2 ,2 Bathrooms,Thirumullaivoyal,nan,Under Construction
43.89 L,960 ,2 ,2 Bathrooms,Thirumullaivoyal,nan,Ready to move
24 L,614 ,1 ,1 Bathrooms,Thirumullaivoyal,nan,Ready to move
30.15 L,804 ,2 ,nan,Thirumullaivoyal,Samprathy Aura,Under Construction
43.87 L,980 ,2 ,2 Bathrooms,Thirumullaivoyal,nan,Ready to move
30 L,725 ,2 ,2 Bathrooms,Thirumullaivoyal,nan,Ready to move
24 L,614 ,1 ,1 Bathrooms,Thirumullaivoyal,nan,Ready to move
30.15 L,804 ,2 ,nan,Thirumullaivoyal,Samprathy Aura,Under Construction
30.15 L,804 ,2 ,nan,Thirumullaivoyal,Samprathy Aura,Under Construction
44.89 L,980 ,2 ,2 Bathrooms,Thirumullaivoyal,nan,Ready to move
24 L,614 ,1 ,1 Bathrooms,Thirumullaivoyal,nan,Ready to move
30.03 L,801 ,2 ,nan,Thirumullaivoyal,Samprathy Aura,Under Construction
30.15 L,804 ,2 ,nan,Thirumullaivoyal,Samprathy Aura,Under Construction
30.03 L,801 ,2 ,nan,Thirumullaivoyal,Samprathy Aura,Under Construction
30.3 L,808 ,2 ,nan,Thirumullaivoyal,Samprathy Aura,Under Construction
30.3 L,808 ,2 ,nan,Thirumullaivoyal,Samprathy Aura,Under Construction
